Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,AM,PM,Vehicle Year,Make,Model,License Plate Number,Vehicle Identification Number,State Vehicle Is Registered In,Address Of Accident,City,County,State,Zip Code,Moving,Stopped In Traffic,Pedestrian Involved,Bicyclist Involved,Undefined,Other,Number Of Vehicles Involved,Damage: Unknown,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Click 1,Left Rear 1,Rear Bumper,Right Rear 1,Left Rear 2,Left Rear 3,Right Rear 2,Right Rear 3,Left Rear Passenger 1,Left Rear Passenger 2,Right Rear Passenger 1,Right Rear Passenger 2,Left Rear Passenger 3,Left Rear Passenger 4,Right Rear Passenger 3,Right Rear Passenger 4,Front Driver Side 1,Front Driver Side 2,Front Passenger Side 1,Front Passenger Side 2,Front Driver Side 3,Front Driver Side 4,Front Passenger Side 3,Front Passenger Side 4,Left Front Corner 1,Left Front Corner 2,Right Front Corner 1,Right Front Corner 2,Left Front Corner 3,Front Bumper,Model_2,License Plate Number_2,Vehicle Identification Number_2,State Vehicle Is Registered In_2,Moving_2,Stopped In Traffic_2,Pedestrian_2,Bicyclist_2,Undefined_2,Other_2,Number Of Vehicles Involved_2,Drivers Full Name First Middle Last_2,Conventional Mode,Accident Detail Description,Additional Information Attached_3,Weather A 1,Weather A 2,Weather B 1,Weather B 2,Weather C 1,Weather C 2,Weather D 1,Weather D 2,Weather E 1,Weather E 2,Weather F 1,Weather F 2,Weather G 1,Weather G 2,Lighting A 1,Lighting A 2,Lighting B 1,Lighting B 2,Lighting C 1,Lighting C 2,Lighting D 1,Lighting D 2,Lighting E 1,Lighting E 2,Roadway A 1,Roadway A 2,Roadway B 1,Roadway B 2,Roadway C 1,Roadway C 2,Roadway D 1,Roadway D 2,Road Conditions A 1,Road Conditions A 2,Road Conditions B 1,Road Conditions B 2,Road Conditions C 1,Road Conditions C 2,Road Conditions D 1,Road Conditions D 2,Road Conditions E 1,Road Conditions E 2,Road Conditions F 1,Road Conditions F 2,Road Conditions G 1,Road Conditions G 2,Road Conditions H 1,Road Conditions H 2,Movement A 1,Movement A 2,Movement  B 1,Movement  B 2,Movement C 1,Movement C 2,Movement  D 1,Movement  D 2,Movement  E 1,Movement  E 2,Movement  F 1,Movement  F 2,Movement  G 1,Movement  G 2,Movement  H 1,Movement  H 2,Movement  I 1,Movement  I 2,Movement J 1,Movement J 2,Movement  K 1,Movement  K 2,Movement  L 1,Movement  L 2,Movement  M 1,Movement  M 2,Movement  N 1,Movement  N 2,Movement  O 1,Movement  O 2,Movement  P 1,Movement  P 2,Movement  Q 1,Movement  Q 2,Movement  R 1,Movement  R 2,Type A 1,Type A 2,Type B 1,Type B 2,Type C 1,Type C 2,Type D 1,Type D 2,Type E 1,Type E 2,Type F 1,Type F 2,Type G 1,Type G 2,Type H 1,Type H 2,Other A Yes,Other A No,Other B,Other C,Other D,Other E,Other F,Other G,Other H Yes,Other H No,Other I,Other J,Other K,Other L,Right Front Corner 3,Vehicle Year_2,Autonomous Mode,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
Cruise LLC,Cruise,7/10/2021,6:06,,Yes,2020.0,Chevrolet,Bolt,,,CA,2500 Clement St.,San Francisco,San Francisco,CA,94121.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,Toyota,,,CA,,,,,,,,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling westbound on Clement Street. As the Cruise  AV was in the intersection with 26th Avenue, a blue Toyota Matrix traveling northbound on 26th Avenue failed to yield and entered the  intersection. The Toyota made contact with the Cruise AV's front left bumper and damaged the bumper wheel and the wheel cover. After   the incident, the passenger in the Cruise AV reported minor shoulder soreness. There were no additional injuries reported and police were  not called. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Yes,37.78205,-122.486107,-1,0,1,1,1
Waymo LLC,Waymo LLC,7/12/2021,3:30,,Yes,2017.0,Chrysler,Pacifica,,,CA,Broadway Street at Gough Street,San Francisco,San Francisco,CA,94109.0,Yes,,,,,,2,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Chevrolet Express,,,CA,Yes,,,,,,2.0,,Yes,"On July 12, 2021 at 3:10 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was in a collision involving a van at Broadway and Gough Street in San Francisco. The Waymo AV, while in autonomous mode, was waiting to make a left turn and yielding to oncoming traffic, when the test driver (in the driver’s seating position) transitioned to manual mode and proceeded with a left turn manually. During the left turn, an approaching van struck the right side of the Waymo AV. At the time of the impact, the Waymo AV was in manual mode.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,,37.7917,-122.4186,-1,0,1,1,2
Zoox Inc. ,Zoox Inc. ,7/13/2021,2:11,,Yes,2016.0,Toyota,Highlander,,,CA,Montgomery St. approaching Jackson St.,San Francisco,San Francisco,CA,94133.0,Yes,,,,Yes,Truck,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIN,,,PA,Yes,,,,Yes,Vehicle,2.0,,Yes,"While providing space to pass, a Zoox vehicle in conventional mode was slowly moving forward in response to an oncoming truck. While passing, the truck came into contact with the Zoox vehicle's rear radar sensor. There were no injuries and the police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,,37.8002,-122.4091,-1,0,0,1,2
Waymo LLC,Waymo LLC,7/14/2021,4:47,,Yes,2021.0,Jaguar,I-Pace,,,CA,"2500 Block, Clement St",San Francisco,San Francisco,CA,94121.0,Yes,,,,,,2,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,Nissan Rouge,,,CA,Yes,,,,,,2.0,,,"On July 14, 2021 at 4:47 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) was proceeding straight westbound on Clement Street in San Francisco, when a passenger vehicle struck the Waymo AV from behind two times. The passenger vehicle then struck the Waymo AV a third time, on the left side of the Waymo AV, as it passed on the left, then immediately fled the scene. The San Francisco Police Department is investigating the event as a criminal act. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,37.7786,-122.4892,0,0,0,1,1
Cruise LLC,Cruise,7/15/2021,9:38,,Yes,2020.0,Chevrolet,Bolt,,,CA,1500 McAllister St.,San Francisco,San Francisco,CA,94115.0,,Yes,,,,,2,,,Yes,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Honda Accord,,,,Yes,,,,,,,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was at a complete stop in response to a red light on eastbound McAllister Street at the intersection with Scott Street. Another vehicle approaching from the rear made contact with the Cruise AV's rear  bumper, damaging the rear left bumper. The driver of the other vehicle left the scene without exchanging information. There were no  injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.7781863,-122.4368976,0,0,1,1,0
Weride Corp,Weride Corp,7/16/2021,11:35,Yes,,2017.0,Lincoln,MKZ,,,CA,2630 Orchard Parkway,San Jose,Santa Clara,CA,95134.0,Yes,,,,,,2,,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Jeep UT,,,CA,Yes,,,,,,2.0,,,"At about 11:35 am our vehicle (car 1) was waiting behind a USPS truck to make an unprotected left turn, meanwhile one other vehicle (car 2) waited behind our vehicle.   Another non involved vehicle notices the queue of vehicles and passes on the right in the bike lane.  As the USPS truck begins to make the turn, car 1 begins to move forward at 7 MPH then slowed to 3 MPH when yielding to the vehicle passing in the bike lane. Car 2 directly behind us strikes our passenger rear bumper.  The safety driver then disengaged the vehicle (car 1) and moved into a nearby parking lot to exchange information.  ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,Yes,37.3858417,-121.9318241,0,1,1,1,1
Cruise LLC,Cruise,7/26/2021,1:15,,Yes,2020.0,Chevrolet,Bolt,,,CA,900 Blk Howard St,San Francisco ,San Francisco ,CA,94103.0,Yes,,,,Yes,Scooter,2,,,,Yes,,,,,,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Scooter,2.0,,Yes,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling northbound on 5th Street and yielding to oncoming traffic before making a left turn onto westbound Howard Street. The Cruise AV was yielding to an oncoming electric scooterist when the light turned from green to yellow. The driver of the Cruise AV disengaged from autonomous mode to make the left turn and, shortly thereafter, the electric scooterist made contact with the right side of the Cruise AV, damaging the Cruise AV's front and rear passenger doors. The electric scooterist reported soreness and bruising and the San Francisco police were called. It is unknown at this time whether an investigation is being conducted by law enforcement.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,37.7725,-122.4147,0,0,1,1,4
Waymo LLC,Waymo LLC,8/1/2021,4:48,,Yes,2021.0,Jaguar,I-Pace,,,CA,Cabrillo Street and 23rd Avenue,San Francisco,San Francisco,CA,94121.0,,Yes,,,,,1,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,1.0,,Yes,"On August 1, 2021 at 4:48 PM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was struck by a bicycle at Cabrillo Street and 23rd Avenue. The Waymo AV had stopped at a stop sign on Cabrillo Street and, when the intersection was clear, began to proceed westbound through the intersection with 23rd Avenue. At approximately the same time, a cyclist traveling northbound ran the stop sign on 23rd Avenue, began to turn right onto Cabrillo Street but immediately veered left to continue northbound across the crosswalk on Cabrillo Street, where it struck the rear driver’s side of the Waymo AV. The cyclist stayed upright and immediately rode away, continuing northbound on 23rd Avenue. The bicycle caused minor scratches and marks on the rear driver’s side bumper of the Waymo AV. The Waymo AV was operating with a driver (in the driver’s seating position), who transitioned the vehicle from autonomous to manual mode approximately 1 second before the impact occurred. At the time of impact, the Waymo AV was in manual mode.",,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7786,-122.4892,-1,0,1,1,4
Cruise LLC,Cruise,8/2/2021,12:58,,Yes,2020.0,Chevrolet,Bolt,,,CA,2200 Blk Balboa St,San Francisco,San Francisco,CA,94121.0,Yes,,,,,,2,,,Yes,,,,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,Toyota Tundra,,,CA,Yes,,,,,,2.0,,Yes,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling westbound on Balboa Street. As the Cruise AV was in the intersection with 24th Avenue, a silver Toyota Tundra traveling northbound on 24th Avenue failed to yield and continued to enter the intersection. The AVTO disengaged from autonomous mode; nevertheless the Toyota made contact with the Cruise AV's left rear panel and damaged the rear left bumper. There were no injuries and police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,,37.7786,-122.4892,-1,0,1,1,2
Waymo LLC,Waymo LLC,8/5/2021,12:41,,Yes,2021.0,Jaguar,I-Pace,,,CA,200 Block of Parnassus Avenue,San Francisco,San Francisco,CA,94117.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Hyundai Elantra Limited,,,CA,,Yes,,,,,2.0,,Yes,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle on the 200 block of Parnassus Avenue. While operating in manual mode, the operator of the Waymo vehicle was attempting to enter the adjacent travel lane from a parallel parked position on the right-hand edge of the street, when they made contact with the rear of a vehicle parked directly in front of the Waymo vehicle. The Waymo vehicle sustained minor damage to the front bumper and sensor casing. The other party’s vehicle sustained minor scratches and denting to the rear bumper.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7712,-122.4413,0,1,0,0,0
Waymo LLC,Waymo LLC,8/13/2021,8:04,Yes,,2021.0,Jaguar,I-Pace,,,CA,Oakdale Avenue and Toland Street,San Francisco,San Francisco,CA,94124.0,Yes,,,,,,2,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Chevrolet Astro,,,CA,Yes,,,,,,2.0,,Yes,"On August 13, 2021 at 8:04 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a van at Oakdale Avenue and Toland Street. While in manual mode and traveling northwest on Oakdale Avenue, the Waymo AV was approaching slower lead traffic at the stop sign intersection at Toland Street. As the Waymo AV’s operator (in the driver’s seating position) slowed the Waymo AV, a van made contact with the rear of the Waymo AV. The Waymo AV sustained minor damage to the underside of its rear bumper; the van did not appear to sustain damage.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,37.7411031,-122.401572,-1,0,1,1,0
Waymo LLC,Waymo LLC,8/14/2021,10:11,Yes,,2021.0,Jaguar,I-Pace,,,CA,Alabama Street at 24th Street,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Ford Edge,,,CA,,,,,Yes,Parked,2.0,,Yes,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a parked vehicle at Alabama Street at 24th Street. While operating in manual mode, the Waymo AV was driving southbound on Alabama Street and nearing the intersection at 24th Street. While navigating the narrow roadway with an oncoming vehicle, the Waymo AV made contact with a parked vehicle on the right side of the road causing minor scrapes to both vehicles. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,,37.7509,-122.4153,[1],[1],[1],[0],[0]
Apple Inc.,Apple Inc.,8/19/2021,9:30,Yes,,2016.0,Lexus,RX 450h,,,CA, 690 University Ave.,San Diego,San Diego,CA,92103.0,,Yes,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Hyundai,,,CA,Yes,,,,,,2.0,,Yes,"An Apple vehicle, operating in manual mode and leaving a parking space in a San Diego retail parking lot, was struck at low speed on the right front bumper by a Hyundai Sonata reversing from the middle of the parking lot.  To try and avoid the crash, the Apple vehicle stopped prior to being struck.  Both vehicles sustained minor damage.  At the time of the incident, no injuries were reported by either party and law enforcement was not called to the scene.  ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,,32.7484525,-117.1585993,0,1,0,1,1
Waymo LLC,Waymo LLC,8/21/2021,3:24,,Yes,2021.0,Jaguar,I-Pace,,,CA,Scott Street and Sacramento Street,San Francisco,San Francisco,CA,94115.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nissan SUV,,,CA,Yes,,,,,,,,Yes,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving a vehicle at Scott Street and Sacramento Street. While operating in autonomous mode, the Waymo AV was stopped at a stop sign intersection yielding to a pedestrian in the crosswalk as a passenger vehicle arrived at the intersection from the left.  Once the pedestrian cleared the crosswalk, the Waymo AV started to proceed at the same time as the passenger vehicle to the left. The driver of the Waymo AV transitioned into manual mode, bringing the vehicle to a stop and the passenger vehicle behind the AV accelerated into the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. ",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7856,-122.4358,-1,0,1,1,1
Apple Inc.,Apple Inc.,8/23/2021,8:21,,Yes,2016.0,Lexus,RX 450h,,,CA, Main Street Cupertino Parking Roadway Intersectio,Cupertino,Santa Clara,CA,95014.0,,Yes,,,,,2,,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Subaru Outback,,,CA,Yes,,,,,,2.0,,Yes,"An Apple vehicle, operating in manual mode and stopped at a stop sign in the Main Street Cupertino retail center parking lot, was struck on the left rear bumper by a diagonally-parked Subaru reversing out of a parking space at low speed.  Both vehicles sustained minor damage.  At the time of the incident, no injuries were reported by either party and law enforcement was not called to the scene.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,,37.318,-122.0449,0,1,0,1,1
Waymo LLC,Waymo LLC,8/27/2021,4:15,,Yes,2021.0,Jaguar,I-Pace,,,CA,Presidio Avenue and Bush Street,San Francisco,San Francisco,CA,94115.0,,Yes,,,,,2,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota PK,,,CA,Yes,,,,,,2.0,,,"A Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at Presidio Avenue and Bush Street. The Waymo AV was stopped at a red light in autonomous mode when the passenger vehicle behind the AV made contact with the rear of the Waymo vehicle. The Waymo AV sustained minor damage to the rear bumper. The passenger vehicle appeared to sustain minor scuffing or no damage.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,Yes,37.7856,-122.4358,-1,0,1,1,1
Cruise LLC,Cruise,8/28/2021,9:05,,Yes,2020.0,Chevrolet,Bolt,,,CA,900 Steiner St,San Francisco,San Francisco,CA,94117.0,Yes,,,Yes,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,"Bicycle, possible Lyft E Bike",,,,Yes,,,Yes,,,1.0,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling southbound on Steiner Street between McAllister Street and Fulton Street. The Cruise AV was traveling 24.4 mph upon entering the intersection with Fulton Street on a green light. As the Cruise AV continued through the intersection, a bicyclist traveling eastbound on Fulton Street failed to stop for their red light and entered the intersection. The Cruise AV was disengaged from autonomous mode and the Cruise AV operator braked to a speed of 8.7 mph and, shortly thereafter, the bicyclist made contact with the Cruise AV, damaging the front of the Cruise AV and the bicycle. The cyclist verbally reported they were okay. However, the Cruise AV Operator noticed minor injuries to the cyclict. Police and Emergency Medical Services were called, but the cyclist left the scene before the police or EMS arrived. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,37.777625,-122.433141,0,0,1,1,4
Cruise LLC,Cruise,8/30/2021,8:40,,Yes,2020.0,Chevrolet,Bolt,,,CA,1096 Fulton St,San Francisco ,San Francisco ,CA,94117.0,,,,,Yes,Parked,2,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota,,,CA,Yes,,,,,Parking,2.0,,Yes,"A Cruise autonomous vehicle (""Cruise AV"") in conventional mode was involved in a collision on eastbound Fulton Street between Steiner Street and Pierce Street. While the Cruise AV was parked parallel to the curb on the street, another vehicle attempting to park made contact with the rear bumper of the Cruise AV, damaging the Cruise AV's rear bumper. There were no injuries and police were not called. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,,37.7775205,-122.4347431,-1,1,0,1,0
Waymo LLC,Waymo LLC,8/31/2021,5:43,,Yes,2021.0,Jaguar,I-Pace,,,CA,Cook Street and Geary Street,San Francisco,San Francisco,CA,94118.0,Yes,,,,,,2,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota Yaris,,,CA,,,,,Yes,Parked,2.0,,Yes,"On August 31, 2021 at 5:41 PM PDT, Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at 20 Cook Street. While performing a multipoint turn at the north end of Cook Street (a dead-end road), the Waymo AV was in reverse at approximately 2 MPH when it made contact with the front driver’s side door of an unoccupied parked passenger vehicle. The Waymo AV was in autonomous mode until just before making contact, when the test driver transitioned the Waymo AV into manual mode. The contact caused minor scuffing and a small dent in the door handle of the parked vehicle’s driver door and minor damage to the plastic sensor housing on the Waymo AV’s rear passenger’s side.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7812,-122.4614,[1],[1],[0],[0],[1]
Waymo LLC,Waymo LLC,8/31/2021,7:30,Yes,,2021.0,Jaguar,I-Pace,,,CA,25th Street at York Street,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Toyota Tacoma ,,,CA,Yes,,,,,,2.0,,Yes,"On August 31, 2021 at 7:30 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving another vehicle near the intersection of 25th Street at York Street. The Waymo AV was stopped near the end of the 2500 block of 25th Street after having executed a pull-over in autonomous mode, at which time the operator of the Waymo AV took manual control of the Waymo AV and proceeded into the driving lane. The Waymo AV then made contact with the right rear fender of a passenger vehicle passing the Waymo AV on the left side. Both vehicles incurred minor damage.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,,37.7509,-122.4153,-1,0,1,1,1
Waymo LLC,Waymo LLC,9/2/2021,1:56,Yes,,2021.0,Jaguar,I-Pace,,,CA,8th Avenue at Lake Street,San Francisco,San Francisco,CA,94118.0,Yes,,,,,,2,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nissan,,,CA,,,,,Yes,Parked,2.0,,,"On September 2, 2021 at 1:56 AM PDT, a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at the north end of 8th Avenue (a dead-end road). While performing a multipoint turn in autonomous mode, the Waymo AV was reversing at approximately 2 MPH when it made contact with the rear tail light of an unoccupied parked passenger vehicle. The contact caused a small break in the tail light cover of the parked vehicle and minor damage to the rear bumper of the Waymo AV.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,37.7812,-122.4614,1,1,0,0,1
Zoox Inc.,Zoox Inc.,9/2/2021,8:02,,Yes,2019.0,Toyota,Highlander,,,CA,Folsom St. and Essex St. Intersection,San Francisco,San Francisco,CA,94107.0,Yes,,,,Yes,Vehicle,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,CHEV,,,CA,Yes,,,,Yes,Vehicle,1.0,,,"A Zoox vehicle in autonomous mode making a right turn onto Essex St, fro Folsom St., when a passenger vehicle in the left adjacent turn lane encroached into its lane and made contact with the left bumper and sensors of the Zoox vehicle. There were no injuries and the police were not called. ",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,Yes,37.7621,-122.3971,0,0,1,1,1
